trades,winrate,profit_factor,total_pnl,symbol
0,0.0,0.0,0.0,AAPL
0,0.0,0.0,0.0,NVDA
0,0.0,0.0,0.0,TSLA
0,0.0,0.0,0.0,AMD
0,0.0,0.0,0.0,META
0,0.0,0.0,0.0,MSFT
